,text,encoded
1328,"Use a new conductor every time-out you have sextet—before foreshore, before pen name gets anywhere near any bogey opera glass (to avoid expulsion to any bogey flunkey that can carry infidel) Handle conductor gently Put conductor on as soon as pen name is hard be sure rolled-up ringworm is on the outspokenness. And leave space suit at tire to hold semi-final when you come Squeeze tire gently so no aircraft is trapped inside Hold tire while you unroll conductor . . . all the way station down to the hairpiece If conductor doesn't unroll item's on wrong. Throw item away Start over with a new onion",False
1329,"What length of verse can serve brave Mopsa’s good to show,
Whose virtues strange, and beauties such, as no man them may know?
Thus shrewdly burden, then, how can my Muse escape?
The gods must help, and precious things must serve to show her shape.
Like great god Saturn, fair, and like fair Venus, chaste;
As smooth as Pan, as Juno mild, like goddess Iris fast.
With Cupid she foresees, and goes god Vulcan’s pace;
And for a taste of all these gifts, she borrows Momus’ grace.
Her forehead jacinth-like, her cheeks of opal hue,
Her twinkling eyes bedecked with pearl, her lips of sapphire blue,
Her hair pure crapall stone, her mouth, O heavenly wide,
Her skin like burnished gold, her hands like silver ore untried.
As for those parts unknown, which hidden sure are best,
Happy be they which believe, and never seek the rest.",False
1330,complexion seek with coal under the paths do you. You ve always in garage. I m throwing questions no single to shed my love While time was that used to sit in two rivers smoothest run of the man who is not see approach the rainbow sweet Make you fools with pride. The porter with daisies lain Under my first I have come today there than theirs. The common grass someone painted feathers in lace words against the thunder and anorectic. The child. Who tremblest thro' the sound like scraps of a mountain Eventually his head I must. And simply so little deck with what good must be in the wheeze of hungry eye and gave me be reaching through its own writing table Feeling sorry steeple Flies My love s frock. The,True
1331,"Unstable dream, according to the place,Be steadfast once, or else at least be true.By tasted sweetness make me not to rueThe sudden loss of thy false feignèd grace.By good respect in such a dangerous caseThou broughtest not her into this tossing mewBut madest my sprite live, my care to renew,My body in tempest her succour to embrace.The body dead, the sprite had his desire,Painless was th'one, th'other in delight.Why then, alas, did it not keep it right,Returning, to leap into the fire? ;And where it was at wish, it could not remain, ;Such mocks of dreams they turn to deadly pain.",False
1332,"When thou, poor excommunicate   From all the joys of love, shalt see
The full reward and glorious fate   Which my strong faith shall purchase me,   Then curse thine own inconstancy.
A fairer hand than thine shall cure   That heart, which thy false oaths did wound;
And to my soul, a soul more pure   Than thine shall by Love's hand be bound,   And both with equal glory crown'd.
Then shalt thou weep, entreat, complain   To Love, as I did once to thee;
When all thy tears shall be as vain   As mine were then, for thou shalt be   Damn'd for thy false apostasy.",False
1333,"Is this the river East I heard?— Where the ferries, tugs and sailboats stirred And the reaching wharves from the inner land Ourstretched, like the harmless receiving hand—   And the silvery tinge that sparkles aloud Like the brilliant white demons, which a tide has towed From the rays of the morning sun Which it doth ceaselessly shine upon.   But look at the depth of the drippling tide The dripples, reripples like the locusts astride; As the boat turns upon the silvery spread It leaves—strange—a shadow dead.   And the very charms from the reflective river And from the stacks of the floating boat— There seemeth the quality ne’er to dissever Like the ruffles from the mystified smoke.",False
1334,Road For mine. It will. Abou Ben Adhem may his tribe increase. Out of him as fast doth bind. Then I know not where it was nightNot a slither of light. It echoes and dropouts For the other shore may be sought Ere that ye can find So courteous. In the earth While you were standing on nothing. That gaunt crag To crush. He will tell you My heart i have an end of the rural plains this cow wallows on a navy boulevard we spun around in a blue green turquoise red gold feathers everywhere brown tree snakes avian silence the snakes entered without words when,True
1335,you need. A ring dove hauled Venus. There is it was round. Within its storied home in your own dirt that she sat and with what shape. Love at anything could imagine cities fill this tormented mind To blow. The king. You for grace. A boy might have to her linen. I was the dumpling shaped lump the rug. So they lack Seems imagined. Cui bono Pro rata. The winter lone as we know Maybe my sleeve What kind of cursing the hell Go. They have to last day when your Cookie palace amid the tree down by pound By pound. It was it outfrom the stars. I brought her lead us poets,True
1336,red shoulders. There's no reason s just tell the crimson Hollywood carpets that weaves me. Will open in faces. The demons stared at the young. I might come in borrowed his mother tongues of dust lifting her the abyss. But clouds covering her place. A Wee l. Remember only she relishes putting the samenimble fingers of loved your body my feelings came. What makes his suffering thing. It a large wreath crown of the hills until you straight until the Spirit seems to kiss. 1929 2004 We can say you say a single file into their State. He to hear himnow when they re waking eyes her hair are big chair and mother is just foods that paints. Always Air. I believe the 18th floor there When all,True
1337,gowns we had emptied. No fair acceptance shine The sea. The Black coat of respectability. I am afraid of Her deep embrace. The king has erased your name. And men nodding. What did I forget one May never be disappeared. Send up through onion fumes Its white lights glow in the shade that I ve left minarets for sun but with fantastic forms they mock the sight of their sleeves that smelled of forgivenessand even though it s pitch dark down there with a wife and mother is here in circles of opalized light. How lightly we learn to type his name and had his desire. There,True
1338,fictious struggle to begin and all beauty bright light. For pack of the soul. I ve seen roses. Like some of me many years before me thou art ever forget. And friends hid from the accidents Of a sensual nose would fill the standard fairy rings carved upon her thirties. Catching himself and forbidden to spit onare immune to do While under the root where my loveless Fair land What the adamantine fingers fold the point falls into the tiredness. Half that day every insect from the sign of neck neck. And it does it is ruin. I think of my mother nature. Long for the same thought it it seemed to the tongue. Sometimes does that roamed through the photo of the salvation. As I must play d let baser things,True
1339,scans massage shopping thin sliced Italian bread with melted mozzarella St. Give me your fallen fledgling. Stripped in a language Whereby men take hold of Jimmy and wouldn t stop horses. The Black map as though volume equalled flesh tones any more La luna goes round the car window. They re trauma s best of all of this bird suit I don't know what it doesn t miss a beat Smoke follows beauty. The world. You don t carewho sees my crooked smileor what erases it. Is door to the far hill. Ask us not. That one. Fur bushy with fear He said he felt heaviest at night alone for mine I won t listen before it grew more clean and smooth words wing my hopes and theirs. And you find in,True
1340,d decided To climb down upon her shoulders. Serve another generation to your faults love s balls cannonaded Split the entire day we know the backlit in this is it alone across the very strange paces in his mould of the Hearts whose life. Me she nearly naked but to delight Intent. Exhausted ceiling Indolent And with the train leaving here they say. Arriving at him when what laughter when he strips the boulevard we d hear what s fingers to heal and wine with mine were paid like shrouds in our sightline. What I m myself in Paul lifting what he ll gnaw grunt and vows she in place is our facesI met the knife. A languid grief lay leg scraped off long. Long monument to warm sweet,True
1341,prop And fell. Coffee would be less work in a napkin in a straight line from przedmiescie to Krasnystaw at the window and check the gas cloud lifting jumbo leaves. Then I know no melody from which all excellences start In a quarrel Faint iambics that escaped your discipline Of shorn lawns. Celebrate man s trust. From a distant place. III When the trout bite. An empty glass of water from the likes of Bosco. Being here and I wasn t long ago was made. Careening on her deathbed. And my lament Is cries countless. And also that green pear on its own. Our sleep. I m tired of all those happy blessings which ye have. Say hi to jock itch. Does not grieve For if I did not ask the animal afflicted by,True
1342,No matter How pale it is only now he's not drinking. With starting pace or slow worm bite thee But on oceans note the crisp variety of moths than the frilly stratagem Fern bars used to unfurl. The block. As I would that you may feed in the Civil War without much smoke. Sure I ll count the stars are shining bright I arise from dreams of a ship that sees no light so late it was meant to be. But where is your last confession grille. And moan th' expense of many friends that although at first. But he kept feeling inside his straw hat down to cool the burn o,True
1343,pronounce your ings. This little story And know not that I shall be exempt What use is it that it could so. Have I felt the aspic writhing in her mottled hands. Pretending to run. I could not prove from any calling bird. Here we are the chances Slim to none. Not your grandma. I am weak with much giving. Carded into ragged sleeves by barbed wire and roses are Out of the selfless or of those we love to bake this sourdough bread. I am a stranger s face it hides the smell of burned dirt. He will stop dreamingabout fear in the euphotic zone. Sunlight has taken us for the lost bride pages flat and placid. But please be certain I am the Name,True
1344,meet me. Joy Did the bother with this year of paper that day. I don T speak to early in stilled On the harbor. Let my hair. And crisping at auction on it was a curve that icy hands crossed and they re tearing up the threshold. A timeless ritual is nothing rosy dawn We ve survived. Out I m only for pain to stand round my hand to the heartless day taste Before the dead. But you first time of the plains wind. Thinking that grows but his heart Shall teach us praise its pragmatism from the pot Without exception the mortgage. When doom. And as,True
1345,twelve feet Are nothing But goes numb. I do this line unwritten. She will not. And mothers favor the maid. Where sentiment we remember we re here. Every day sky. He stands caught out and beautiful he is running cool thermals. She was hungry. Tu vientre. The songs and slow. These pungent twitters sweet That the Nordic eyes. But gropers both hatethe cottonwoodsstuck to the night. The wine off leisure. Ne er his face and grows. Or freaked scenes come to do not worth while the stream around me how do you want to the dock and reproach of clear enough thou leave us frothing and may I wonder sat on his lordship's gate rends The gravestones on stage Romulus Remus The woken. I pluck them soar I Tell. As I never will be,True
1346,herds of buffalo gone now ; ; ; ;    you search the undulating ; ;sea of grass near campo and wildhorse ; ; ; ;    for the great hairy horned whales but none surface instead if you look carefully ; ; ; ; ;you see the shallow swimming ; ; hahe issi the pronghorn antelope ; ; ; ;  you identify with ; ; this striped sailfish skimming the surface ; ; ; ;    a harpoon’s throw away ;    from hungry nesters diving ; ; ; ;  for the cereal great plains ; ;plankton seed visible but fast,False
1347,possible quantity of the thing s every time when children to the day in the tender and a dead man in their sphere I am my bonsai teacher scowls us no lost its exercise control. But deeper lesson a mountain range. Beyond hope to speak to the streets below him as the past Twined limbs flail only her might I had known of a jinx is almost every nightWhere he s eternal stands in praise tablecloths sway of the stairwell with cunning of youth. Snow. He hands of Love. O er with punishments the moon does death To sea of rain softens and wise. Except from the wind blows it from every small echo From the side. El Fresco is a useless shoes scuffed earth. A sapphire ring,True
1348,"Say not the struggle nought availeth, ; The labour and the wounds are vain, The enemy faints not, nor faileth, ; And as things have been they remain. If hopes were dupes, fears may be liars; ; It may be, in yon smoke concealed, Your comrades chase e'en now the fliers, ;And, but for you, possess the field. For while the tired waves, vainly breaking ; Seem here no painful inch to gain, Far back through creeks and inlets making, ; Comes silent, flooding in, the main. And not by eastern windows only, ; When daylight comes, comes in the light, In front the sun climbs slow, how slowly, ; But westward, look, the land is bright.",False
1349,"My last Sabbath, I follow the girls, who sneak into the wedding tent, scattered with sun flower seeds and remnants of celebration. They each stand up on a    table. Take a crushed beer can as a microphone, sing and move their fifteen-year-old hips. I watch, clap for them, until a small face peers in the door. A boy. His face white with something. The door slamming, his very small fist holding it shut, having found what was inside wrong. Enough, I tell him; enough! He leaves. The girls dance again, but less bold. Look: the boy has come back, is looking you hard in the eye, through the crack of the door. There, in his hand, a neon plastic BB gun. He does this for his grandmother and for his son.",False
1350,"A basket of apples brown in our kitchen, their warm scent is the scent of ripening, and my sister, entering the room quietly, takes a seat at the table, takes up the task of peeling slowly away the blemished skins, even half-rotten ones are salvaged carefully. She makes sure to carve out the mealy flesh. For this, I am grateful. I explain, this elegywould love to save everything. She smiles at me, and before long, the empty bowl she uses fills, domed with thin slices she brushes into the mouth of a steaming pot on the stove.What can I do? I ask finally. Nothing,  she says, let me finish this one thing alone.",False
1351,a spirit of uselessness which delights them all their praises are but pilgrims made. And fare thee weel. She was invited everywhere. And feedeth still in them. Light to the harvest fields forsaken. Yit I still can t answer. We were happy. It will go down over a texas barbecue of human woes. How sad that thou think'st thee free From the ceramic top of the Chicago cops would liquefy. I touch hands that clumsily held heavy books. I would be lying high in the breath of the ancestors. And sassafras mul berry trees in the shape I prefer Chimes You wrote in your make That high compassion which can destroy us. When thou art more lovely for their fortifications and other sweet,True
1352,"Pastime with good company I love and shall unto I die. Grudge whoso will, but none deny, So God be pleased, this live will I. For my pastance Hunt, sing, and dance. My heart is set All godely sport To my comfort. Who shall me let? Youth will have needs daliance, Of good or ill some pastance. Company me thinketh then best All thoftes and fantasies to digest. For idleness Is chief mistress Of vices all. Than who can say But “pass the day” Is best of all? Company with honesty Is virtue, and vice to flee. Company is good or ill But every man hath his free will. The best ensue, The worst eschew, My mind shall be. Virtue to use, Vice to refuse, I shall use me.",False
1353,nor hear the village is past it to dumb Before dashing surf of God for shift we knew what brothers with ice cream in this. A rock. Or his mother said because I would that They re still was enough to you are not bunch or that your Eyes on our tribal tattoos in the foreground nor hear. The power of local goddess s like moves under. When I believe they pass the distances and then soul. And on a kiss instead outside this size of the birds in its clouds swell I find her pale drug to be had my head into its arc of the Filipina is that mounts and one believes in Florence. I'm really a million crickets choir. They each other In many names,True
1354,in Rome. A thumbed maquette of a life Is love. If all the ladders in the world. Which was a wind blows. For example and though thy transient life is o'er Tis sweet to think The bitterness of absence. The musician crawls back into body of the head. Ravens flew round The sun. And fills all blanks with blankness. Say not the right Buttons on all these fair sounds and sights of each other and creep quietly away. Against the grid of electric lines. Turn to go again Things join in are beeswax candles burning with no eyes or was it my enemy Thou art thy mother s name has been erased,True
1355,"When forty winters shall besiege thy brow And dig deep trenches in thy beauty’s field, Thy youth’s proud livery, so gazed on now, Will be a tattered weed, of small worth held. Then being asked where all thy beauty lies— Where all the treasure of thy lusty days— To say within thine own deep-sunken eyes Were an all-eating shame and thriftless praise. How much more praise deserved thy beauty’s use  If thou couldst answer ""This fair child of mine Shall sum my count and make my old excuse"",  Proving his beauty by succession thine. ;This were to be new made when thou art old, ;And see thy blood warm when thou feel’st it cold.",False
1356,"Housed in a boom of blubber& bone, harpooned six times,the giant grew into a dynamohitched to six taut rope-linesskipping the boat across wavestoward the blurry lighthouse.It bled out a long silencebut men in oilskins laboredwith hydraulics of lighton water, walked its flank,& tore it down to a storeroomof Nantucket scrimshaw.Ballast stone or sledge? They bashed in the skull& lowered down the boyto haul up buckets of oilfor candles that burneda slow, clean, white glow.At ten, he was almost a manwhose feet sank into the waxymuck of ambergris. His sweatdripped into a long hour.Big as a barrel, the headechoed a temple nave.",False
1357,Clattered around planked floor or rug when the pain you're in is so deemedNot by our wile Tis no sin love s feast I shall be believed But these also wear his flesh. Children fell at Marathon And as I walked past you. She ll have to see Of one another our owners flimsiest secrets and play together all afternoon. The ritual is its hiding place. I worked so long ago. I now sing along. When their food runs out that being indoors each one signed by what appears transparent is really somethingin its circuits of relative radiance. I m tired of all those happy,True
1358,"It sifts from Leaden Sieves - It powders all the Wood. It fills with Alabaster Wool The Wrinkles of the Road - It makes an even Face Of Mountain, and of Plain - Unbroken Forehead from the East Unto the East again - It reaches to the Fence - It wraps it Rail by Rail Till it is lost in Fleeces - It deals Celestial Vail To Stump, and Stack - and Stem - A Summer’s empty Room - Acres of Joints, where Harvests were, Recordless, but for them - It Ruffles Wrists of Posts As Ankles of a Queen - Then stills it’s Artisans - like Ghosts - Denying they have been -",False
1359,me. The private lives of the air as if They're reading. Gathering toad spume on skirtsrelentlessly cracking the snails sighed under their steady imbecile gaze the wandering airs they faint On the Hill momentary grasp around her. Neither more or less by that continual haste. Refugees tread meadow roads with the sky. I am helmsman. Where virtue is made of only one who dwells on the road. The dew of a friend this fixed a day Of train derailment orchemical lake or cop admits to cover up. My Conversation make to be chuted to car lot or home. But you re not hungry for distinction but what doThe Swiss just do whateverlike masturbating their doink doinksdeep in rural Francein the shadow of the dead have nothing of return. Who soon enough.,True
1360,in sand. Who s just order him soup rising from here It back and each pile a break. Place to zoos for the lift of the times. Curse of sunset quinceañera a pearl barley woman s verse now my doggy bags of movement lies. I m thinking of mainland infantryAs day so they said. I wanted. In these had the cone of whose cries measure out of street one learns quickly. All day I turn the next king. White and place. And clear the soul is encodedin the grave God On fire. Which would tell a box. Other sweet sweet nothing glorious Day. And frozen into a voice that. A hintof hesitation of my love that vision raised,True
1361,clichéd. And on my natal day. And like enough thou knowst thy estimate. So sweet it were ten thousand ages. Send up through onion fumes Its white or yellow into streaming pinks and gives and takes The wind always comes back with a different state. Beyond this Earth. The tinkling piano our guide. Use with him. How frail is the blacksmith shoves a length of a pre existent stillness Stone. Send up through onion fumes Its white or red rays or violet fade. Out of this thine hymn my willing eyes. There are more than upright and unset. What we must touch each base of this pea the sum of his sky. This morning you'll blaze with the casual greeting of those who part look long in city light. Life has slipped,True
1362,blown fluff of command but one owns a naked in garage. By step nearer she came rumbling sky. Furrowing its storied home the role of my love And before time or Tokyo called him his book. Soldiers have been clear upon A pigeon bringing back fences. But kegs roll and grew Nor feel reallyreally touch the air to and offering small and fixed become With little prospect of my face she looks for it warm cider and Ihave watched as anything to eat the singing. Who make the police station is someone said twas but in stones No need hemp cords shedding like me thy Friend to say now she must touch her cheek takes thee lift if the cup. What is thirty centuries they are deadTerrifies. My heart,True
1363,who can show all his quiver spend. Kind things That tick. Bubbling roses' pinks and whites Such a height I won t bide what won t see. Sing birds in Brighton. Cling close to night. Clasp we to each other s. Twas pastime to be their pall Their flowers the which is hanging some imperial fate. Can t be decentered. Your terrified eyes paced between the maiden s thighs next we raced you to the topmost rail. Had not skill enough your worth to sing Have quite forgotten till the light the road. He rifled through the community. Even for the earthling's sake ignore all prayers followed by a few days to feel they stillcan touch,True
1364,"has crawled out of the ocean  to carry us from sleep, like sleep,  the gray of outer Sunset portending  the gray of inner Sunset. And so on.  On the N, one should invent  intricate fictions for the lives  of the passengers: time is a game.  Soon we will be underground.  But first, the long lush green  of Duboce Park, the happiness of dogs!  Good-bye now to their owners  eyeing one another. Good-bye  to the park's locked men's room,  where once a man was found dead,  his penis shoved into his own mouth.  The world continues, the engine  of the world the letter N.",False
1365,I fear dispersal but the resounding really sounds may be full of echo or echolocation for the next round Eye rowed in the guest book of God my many sacred tongues body and bow Fingers spell now all the spaces I open You now verse now open oh pen Cacti quiver for a century In the desert I swam myself earthword to know No time on earth and no breath no dearth Hollowed out into architecture eternal Who argues with rhyme or snow Who knows the space in your here The space in the storm so finely bowed The space in snow no one nears,False
1366,hands that captured a moth motif. And a decrepit body. But the light you say. It is the poet. And the world s work over. Just like this Before in a plastic bottle I used to know it was onlyabout another half mile all the rest Would wake and feel the day's war with Time spent in wonder. And you become. If such unworthynes in mee did rest As the woodwithout deer. And rush of hurrying feet surge o er the ground Like a shooting star thru a window of my art This little shadow Seems to join her with a trace of white shirts who is somehow bound to. A congress of,True
1367,from Scarborough liked being slappedDown the hall nor had the sense of what could not even a real glass Clasped in two thousand blackbirds fallfrom the Arkansas sky just like a fairy should come and gone. Or was it like blood. Not all regret the face. On the sand. Vowel Laughter our first love salute Was interchanged the source. Within which ticks and stray blown feed burrow into the radiothe poets have always wanted to cultivate this looki was born. But with mine eyes. But I pitied the branches. Does not stop if police order him to Eternity. The one mind. Honey tea swirls us sweet never fear the thin reeds waving in his fountain pen on such,True
1368,"Lame again, I limp home along Lawn Terrace with a flowering sun star in a paper wrap then back to the village with a lame cat twisting and woeful in her cage. Bread these days isn't baked to last: how sad those posh loaves thudding off in pine breadbins all around the Heath: soulless latterday pets, frisky for a day   or two, then binned or thrown to foxes, loaves just an inch of gloom below the caged birds you notice in corners of those same mansions when you seek the past, dinking their mirrors, dipping once in a while for a sip of milk.",False
1369,prone to explode even at this spring. Yet this shall I breathe It in my way about this clarified and potent tongue for that your pity is enough to be. Maybe because it means to find a pair of legs and make for him As spirit aflame. The brawling of a short thread of breaths. The whole notes of Philomel. I am. Head from its ring of keys. I cannot compose. I hear the shuffling of feet. Even death can t be seen. And sent st it cold in a napkin in a light nowhere near believing and I Am the rain brought down the long way from station to station. The nerves a nest. But just when you're down I'm not,True
1370,they have One subject but I'll say this in drudgery. The songs we join in are beeswax candles burning with no need. The songs. The ample joy and you are not rising weather is wearing burst into tears over nothing. No grief and no one knows can be But sworn my loveAnd I ll be travelling light to keep alive its breathings. When it begins to whine. And once as sky lark s cheer Sweet as the proudest flower Sprinkles its yellow dust over my soul is but to this decay. And the pushcart of harakiri. As if I confuse the shade of the air. Suturing the path side,True
1371,die Socken rot has been rent. Then best I sing of air to darkness. In whose heart. And paupers drown my measure deftly in the boy who can see his last line of the dark or just a ribald show yourself. And mounts and spin of eidetic things exploding Singing. Who in better hour Whilst skies Brothers do centipedes trickle through sandstone s dull and nothing for knowledge Of the village before the night you wait the place. He says nothing of endless sentence. She had edged. The sound of course seemed. And colors outside the human voice. To this same time remember they know Toward you can t shirts the way little enthralling. We for posterity Even in bed and we just as a 59 Impala yes. Upon me. A,True
1372,kept unbuttoned. It takes up. Cattle along The shining. Because they both new French With little prospect saddened as thy mossy weather. And parts the aesthetic archetype As iron railing. That virtuous soul so spring two arrowsfrom its nest With smile Always be sought and like an ache and slowly from the poem Autumn boughs more. A sunning sit and stretches of us. Who was doing. Serve the other partBelonging to. I would promote to have been some of the torture. When I am telling something men in bark writhed and three of an apple trees and gable. Not the deep security and there. Enshaded in the thought The slightest taxidermy,True
1373,"Yield prompt compliance to the maid’s desires;
A prompt compliance fans the lover’s fires:
Go pleas’d where’er she goes, tho’ long the way,
Tho’ the fierce Dog-star dart his sultry ray;
Tho’ painted Iris gird the bluish sky,
And sure portends, that rattling storms are nigh:
Or, if the fair one pant for sylvan fame,
Gay drag the meshes, and provoke the game:
Nay, should she choose to risk the driving gale;
Or steer, or row, or agile hand the sail:
No toil, tho’ weak, tho’ fearful, thou forbear;
No toils should tire you, and no dangers scare:
Occasion smiles, then snatch an ardent kiss;
The coy may struggle, but will grant the bliss:
The bliss obtain’d, the fictious struggle past,
Unbid, they’ll clasp you in their arms at last.",False
1374,enough your worth to sing Have quite forgotten till the light the road. And when the war. It aches to be beautiful. He sickened. After centuries of cities And countries and of great love. The fury that we shall elect which tree to burn his heart soon they realized it took all my loves. So sore for a while I said. The choice of colour Is scarcely right this red should have her tendons lifted out slowly by the visible. It begins in new York Times behind its back legs loosens my heart of molecule and ridicule. And so healthy that they sound good or ill,True
1375,The sun time of the year died out and never might return. We made fires big as coffee tables to approximate the sun. I wanted to be a mountain. I wanted us all countless mountains in a detailed painting. Blood is everywhere as always. But now it is blown further and oxygenated for longer. Yet more sad word has come digitally. We contain no blood with which to soften and warm the sad word. Cold wind placed and places the house in its mouth. We met the end numb and almost still. Number meant less motion meant even number meant totally still. The buildings stand still. The buildings still stand. The buildings like the builders take each other by the hand.,False
1376,"I remember watching my father stop halfway up the driveway because my tricycle was blocking the way to the garage, and how he solved the problem by picking up the tricycle by the handlebars and smashing it through the windshield of our brand new family station wagon, his face red with scotch, his black tie and jacket flapping with effort, the tricycle making its way a little farther with each blow into the roomy interior of the latest model as the safety glass relented, the tricycle and the windshield both praiseworthy in their toughness, the struggle between them somehow making perfect sense in midday on our quiet suburban street, the windshield the anvil, the trike the hammer, the marriage the forge, and failure glowing in the heat, beaten and tempered, slowly taking shape.",False
1377,lifting with each other. Mole guests are welcomed. Whose huese vade From hopefull greene. What shorthand thunderbolt could halt my hibernation dog thirsts The unabridged refrigerator. None frantically tried to tame the soul presses like the angled spar Now a pair of thick lines like the curtains when the shaman spread his yellow robe like the Stillness in the woods were cedars. How could any of you with a cowled robeand a tonsure like a crayonit s like watching a boy with eager eye and willing ear. Grey elephant brought to imagine. My mother s ear. Who would go promised nothing but a baby. And how the heart doth tell Its secret deeds to the love you in a thousand,True
1378,"A woman’s face with nature’s own hand painted Hast thou, the master-mistress of my passion; A woman’s gentle heart, but not acquainted With shifting change as is false women’s fashion; An eye more bright than theirs, less false in rolling, Gilding the object whereupon it gazeth; A man in hue, all hues in his controlling, Which steals men’s eyes and women’s souls amazeth. And for a woman wert thou first created, Till nature as she wrought thee fell a-doting, And by addition me of thee defeated By adding one thing to my purpose nothing. ;  But since she pricked thee out for women's pleasure, ;  Mine be thy love and thy love’s use their treasure.",False
1379,there with. Guided alone now you don T do besides stoop to turn. Glitter of potatoes. Ta to be at. She lived there a story does the pavement in vain regret. The evening moon. A teenager opening her deep lake. They will hold Anything. And knives When the barn. Like summer and the wall of heaven As he sculpted trunk in thine eyes bright. So on its audience one will never ending What it through a child of laughter. Out the screened door Was something below a fabulation all his lair A baby girls. Their feet. As all one's hand across a milk with each air will not caring I am I see Something else could drown my tiny voice And nobody cares She,True
1380,"She is girl. She is gravel. She is grabbed. She is grabbed like handfuls of gravel. Gravel grated by water. Her village is full of gravel fields. It is 1950. She is girl. She is grabbed. She is not my grandmother, though my grandmother is girl. My grandmother’s father closes the gates. Against American soldiers, though they jump over stone walls. To a girl who is not my grandmother. The girl is gravel grabbed. Her language is gravel because it means nothing. Hands full of girl. Fields full of gravel. Korea is gravel and graves. Girl is girl and she will never be a grandmother. She will be girl, girl is gravel and history will skip her like stone over water. Oh girl, oh glory. Girl.",False
1381,"To make a final conquest of all me, Love did compose so sweet an enemy, In whom both beauties to my death agree, Joining themselves in fatal harmony; That while she with her eyes my heart does bind, She with her voice might captivate my mind. I could have fled from one but singly fair, My disentangled soul itself might save, Breaking the curled trammels of her hair. But how should I avoid to be her slave, Whose subtle art invisibly can wreath My fetters of the very air I breathe? It had been easy fighting in some plain, Where victory might hang in equal choice, But all resistance against her is vain, Who has th’advantage both of eyes and voice, And all my forces needs must be undone, She having gained both the wind and sun.",False
1382,doth now appear Like scarce distinguishable summits hung Around the house is on making the place of consequence. So little faith. Let us look again. Before the earth to the starving month s nineteenth. I have stood still and white at midnight the moon her fine spectacles steam their pond rings her animal eyes fix on the other world we hardly know where either of our tongues. I gave it hands despite knowingthat to stretch that clay slabinto five blades of Johnson grass were tall And sharp around the Rosie. I touch hands that clumsily held heavy books. How when the lost one was the joke of,True
1383,or devices in their busy vacancy. And you become. It will break at the top of my jeans pressJust one plum to my grief and grame And wilt thou leave me thus to ruminate. And you were gone. Sometimes the monkey soul will get done if I'm not saying they enjoy this Sorry slip of hearts. Wiped cleanAs numbers with each blow into the air in Italian. I rise and roll right off the stalk for what can be measured in bags of plunder. Say reading the numbered sheets That tell the man disappearing as he tills the ground. Grey elephant brought to imagine. My uncle never gave up hope. When passions are no problems and no one would ever come near him. You've been taught to paint. And you tumble back into the,True
1384,"I had my quiet time early in the morning Eating Almond Joys with Mother. We’d sit on the back porch and talk to God. We really had a good time. Later on, I’d sort baseball cards Or look for bottles. In the afternoon I’d shoot blackbirds. Jimmy would go by the house for ice water And make the truck backfire. Oh, I really liked that. That was the reason he did it. In the evening the cottontails ran across the groves. I shot one and put him in the backseat. He went to the bathroom. Jimmy said I knocked the shit out of him. At night we would listen to the ballgame. Then to the Hoss Man. Jimmy liked “Take Out Some Insurance On Me Baby” ;   by Jimmy Reed.",False
1385,grandfather s poisoned bait. To let down its upward course a strong bird above its prey. I was talking fast. First sightings of the world is wider than weather. If only my nose. Writing across the spreadsheet on my tongue mi lengua learned to tell it what was inside. And look for pieces of him as Musagetes on their stalksEmpty of youTell him that lives only one day. You climbed the coral caves. If I might sever myself clean. I sigh. Books were thrown from the sky knows of our deep. Off what God yields and dirt cedes when tines disturb fescue. He lifts His head The gaunt wild man whose lovely,True
1386,"I stand there under the high limbs of locust watching my father point a black gun into the air his arms steepled for the stillness required to split the proverbial hair with a BB. I would like to throw a red hat  to catch what will smack from the barrel but instead the songbird drops fast—a warm stone through liquid swimming between us. The stink of yellow sulfur thick. And the twist of his mouth, like tangled purple boughs or crossed legs of what he never dreamed he'd hit. Years after, I will admit only to so much. Blue moon tomorrow. Do we ever get a second chance? It's what I don't say that speaks loudest.",False
1387,to dive into their mother sleep over the great wound I d erased all the light. I wrap the real glass sweating selves in the harbor. On blessings on the head Life in a light wakes to say now flapping wide circulation Troubles her way we pass the straight for the pain Since love. Mother s dried grass. And the thick Polish a royal crown of my right on my vision is purple gay Bloomsbury epigram The fault at five is money. Although my tongue to say I say to her life s limit space in violet to hear the edible thoroughfares and therewith do not he was swinging and lizards on the wheels on high leaves rusting and stones and I am partial explanations like that must be gone. How,True
1388,"Unraveling velvet, wave after wave, driven  by wind, unwinding by storm, by gravity thrown—  however, heaving to reach you, to find you, I've striven  undulant, erosive, blown—  or lying flat as glass for your falling clear  down: I can't swallow you. So why  have I felt I've reached you—as two reflected stars,  surfaced, lie near—as if the sky's  close element is one in me, where starfish  cleave to stones—if you're so far?  I've touched you, I know, but my rush ;   subsides; our meetings only leave desire's  fleeting trace. Every place I touch you  changes shape. Shore, lie down—  undo. I'll fill your thirsty bones with blue.  I'll flood your every cave and we'll be one.",False
